Gene: group_10061, Count of 1s: 9, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4034964', 'ERR4035377', 'ERR4035765', 'ERR4035970', 'ERR4036038', 'ERR4036930', 'ERR4036936']
Gene: group_11644, Count of 1s: 6, Samples with 1s: ['ERR4035212', 'ERR4035229', 'ERR4035421', 'ERR4035564', 'ERR4035976', 'ERR4036794']
Gene: group_11649, Count of 1s: 6, Samples with 1s: ['ERR4034111', 'ERR4034942', 'ERR4036169', 'ERR4036391', 'ERR4036777', 'ERR4037099']
Gene: group_11659, Count of 1s: 6, Samples with 1s: ['ERR4034530', 'ERR4035238', 'ERR4035520', 'ERR4036424', 'ERR4036921', 'ERR4037046']
Gene: group_11775, Count of 1s: 6, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4035152', 'ERR4035568', 'ERR4036038', 'ERR4036936']
Gene: group_11780, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4036501']
Gene: group_11801, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4035765', 'ERR4036380']
Gene: group_11812, Count of 1s: 6, Samples with 1s: ['ERR4034301', 'ERR4035690', 'ERR4036154', 'ERR4036930', 'ERR4037202', 'ERR4037404']
Gene: group_11813, Count of 1s: 6, Samples with 1s: ['ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956', 'ERR4037423']
Gene: group_11817, Count of 1s: 6, Samples with 1s: ['ERR4034601', 'ERR4034814', 'ERR4035827', 'ERR4035952', 'ERR4036140', 'ERR4036876']
Gene: group_11823, Count of 1s: 6, Samples with 1s: ['ERR4034394', 'ERR4034815', 'ERR4035421', 'ERR4035669', 'ERR4036654', 'ERR4037391']
Gene: group_11849, Count of 1s: 6, Samples with 1s: ['ERR4035212', 'ERR4035421', 'ERR4035564', 'ERR4036380', 'ERR4036614', 'ERR4036654']
Gene: group_11921, Count of 1s: 6, Samples with 1s: ['ERR4034254', 'ERR4034530', 'ERR4035976', 'ERR4036397', 'ERR4036936', 'ERR4037260']
Gene: group_11981, Count of 1s: 6, Samples with 1s: ['ERR4034944', 'ERR4034971', 'ERR4034979', 'ERR4035283', 'ERR4035969', 'ERR4036348']
Gene: group_12010, Count of 1s: 6, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4035152', 'ERR4035568', 'ERR4036038', 'ERR4036936']
Gene: group_12012, Count of 1s: 6, Samples with 1s: ['ERR4034254', 'ERR4036501', 'ERR4037218', 'ERR4037259', 'ERR4037382', 'ERR4037448']
Gene: group_12051, Count of 1s: 6, Samples with 1s: ['ERR4034154', 'ERR4034699', 'ERR4035808', 'ERR4036163', 'ERR4036501', 'ERR4037222']
Gene: group_12073, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4036501']
Gene: group_1208, Count of 1s: 6, Samples with 1s: ['ERR4034367', 'ERR4034699', 'ERR4035808', 'ERR4037150', 'ERR4037406', 'ERR4037435']
Gene: group_12081, Count of 1s: 6, Samples with 1s: ['ERR4034313', 'ERR4034825', 'ERR4034964', 'ERR4035377', 'ERR4036171', 'ERR4037009']
Gene: group_12090, Count of 1s: 6, Samples with 1s: ['ERR4034394', 'ERR4034762', 'ERR4035421', 'ERR4035669', 'ERR4036654', 'ERR4037391']
Gene: group_12094, Count of 1s: 6, Samples with 1s: ['ERR4034303', 'ERR4035268', 'ERR4035970', 'ERR4036171', 'ERR4036930', 'ERR4037009']
Gene: group_12099, Count of 1s: 6, Samples with 1s: ['ERR4034601', 'ERR4034814', 'ERR4035827', 'ERR4035952', 'ERR4036140', 'ERR4036876']
Gene: group_12108, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4035765', 'ERR4036380']
Gene: group_12126, Count of 1s: 6, Samples with 1s: ['ERR4034254', 'ERR4034670', 'ERR4035817', 'ERR4036348', 'ERR4036777', 'ERR4037260']
Gene: group_12131, Count of 1s: 6, Samples with 1s: ['ERR4034313', 'ERR4035683', 'ERR4036348', 'ERR4037009', 'ERR4037046', 'ERR4037396']
Gene: group_12140, Count of 1s: 6, Samples with 1s: ['ERR4034231', 'ERR4034667', 'ERR4035135', 'ERR4036045', 'ERR4036501', 'ERR4037099']
Gene: group_12155, Count of 1s: 6, Samples with 1s: ['ERR4035318', 'ERR4035919', 'ERR4036199', 'ERR4036769', 'ERR4036955', 'ERR4037259']
Gene: group_12164, Count of 1s: 6, Samples with 1s: ['ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956', 'ERR4037423']
Gene: group_12172, Count of 1s: 6, Samples with 1s: ['ERR4035377', 'ERR4035683', 'ERR4036245', 'ERR4036811', 'ERR4037218', 'ERR4037259']
Gene: group_12175, Count of 1s: 6, Samples with 1s: ['ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956', 'ERR4037423']
Gene: group_12210, Count of 1s: 6, Samples with 1s: ['ERR4034884', 'ERR4034979', 'ERR4035268', 'ERR4036171', 'ERR4036199', 'ERR4036769']
Gene: group_12222, Count of 1s: 6, Samples with 1s: ['ERR4034234', 'ERR4035683', 'ERR4036245', 'ERR4036811', 'ERR4037218', 'ERR4037259']
Gene: group_12226, Count of 1s: 6, Samples with 1s: ['ERR4034672', 'ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956']
Gene: group_12230, Count of 1s: 6, Samples with 1s: ['ERR4034814', 'ERR4035900', 'ERR4035939', 'ERR4035952', 'ERR4036140', 'ERR4037009']
Gene: group_12272, Count of 1s: 6, Samples with 1s: ['ERR4034793', 'ERR4035320', 'ERR4035970', 'ERR4036930', 'ERR4037009', 'ERR4037107']
Gene: group_12349, Count of 1s: 6, Samples with 1s: ['ERR4034667', 'ERR4035421', 'ERR4035454', 'ERR4035817', 'ERR4036391', 'ERR4036769']
Gene: group_12355, Count of 1s: 6, Samples with 1s: ['ERR4034530', 'ERR4034598', 'ERR4034687', 'ERR4036144', 'ERR4036424', 'ERR4036921']
Gene: group_12364, Count of 1s: 6, Samples with 1s: ['ERR4034601', 'ERR4034814', 'ERR4035827', 'ERR4035952', 'ERR4036140', 'ERR4036876']
Gene: group_12394, Count of 1s: 6, Samples with 1s: ['ERR4034699', 'ERR4034714', 'ERR4035808', 'ERR4035900', 'ERR4035970', 'ERR4037150']
Gene: group_12418, Count of 1s: 6, Samples with 1s: ['ERR4034164', 'ERR4034786', 'ERR4035238', 'ERR4036178', 'ERR4036501', 'ERR4036535']
Gene: group_12431, Count of 1s: 6, Samples with 1s: ['ERR4034506', 'ERR4034629', 'ERR4034631', 'ERR4034915', 'ERR4035771', 'ERR4036894']
Gene: group_12498, Count of 1s: 6, Samples with 1s: ['ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956', 'ERR4037423']
Gene: group_12503, Count of 1s: 6, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4035152', 'ERR4035568', 'ERR4036038', 'ERR4036936']
Gene: group_12505, Count of 1s: 6, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4036045', 'ERR4036163', 'ERR4036499', 'ERR4036900']
Gene: group_12516, Count of 1s: 6, Samples with 1s: ['ERR4034313', 'ERR4034672', 'ERR4035817', 'ERR4036397', 'ERR4036955', 'ERR4037382']
Gene: group_12517, Count of 1s: 6, Samples with 1s: ['ERR4034672', 'ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956']
Gene: group_1252, Count of 1s: 6, Samples with 1s: ['ERR4034691', 'ERR4034827', 'ERR4035027', 'ERR4035051', 'ERR4036280', 'ERR4037482']
Gene: group_12525, Count of 1s: 6, Samples with 1s: ['ERR4034091', 'ERR4034376', 'ERR4034815', 'ERR4035236', 'ERR4035690', 'ERR4037007']
Gene: group_1254, Count of 1s: 6, Samples with 1s: ['ERR4035268', 'ERR4035970', 'ERR4036171', 'ERR4036499', 'ERR4036930', 'ERR4037009']
Gene: group_12544, Count of 1s: 6, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4035152', 'ERR4035377', 'ERR4035568', 'ERR4036038']
Gene: group_12549, Count of 1s: 6, Samples with 1s: ['ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956', 'ERR4037423']
Gene: group_12564, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4036380', 'ERR4036499', 'ERR4036777']
Gene: group_12612, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036499', 'ERR4036771']
Gene: group_12635, Count of 1s: 6, Samples with 1s: ['ERR4035152', 'ERR4035568', 'ERR4035817', 'ERR4035969', 'ERR4036038', 'ERR4037382']
Gene: group_12685, Count of 1s: 6, Samples with 1s: ['ERR4034793', 'ERR4034814', 'ERR4035952', 'ERR4036140', 'ERR4036900', 'ERR4037107']
Gene: group_12704, Count of 1s: 6, Samples with 1s: ['ERR4034814', 'ERR4034825', 'ERR4034915', 'ERR4035318', 'ERR4035939', 'ERR4036771']
Gene: group_12717, Count of 1s: 6, Samples with 1s: ['ERR4034303', 'ERR4035268', 'ERR4035970', 'ERR4036171', 'ERR4036930', 'ERR4037009']
Gene: group_12736, Count of 1s: 6, Samples with 1s: ['ERR4034530', 'ERR4034598', 'ERR4034687', 'ERR4036144', 'ERR4036424', 'ERR4036921']
Gene: group_12769, Count of 1s: 6, Samples with 1s: ['ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956', 'ERR4037423']
Gene: group_12786, Count of 1s: 6, Samples with 1s: ['ERR4034111', 'ERR4034942', 'ERR4036169', 'ERR4036391', 'ERR4036777', 'ERR4037099']
Gene: group_1280, Count of 1s: 6, Samples with 1s: ['ERR4035969', 'ERR4036397', 'ERR4036811', 'ERR4036955', 'ERR4037382', 'ERR4037405']
Gene: group_12877, Count of 1s: 6, Samples with 1s: ['ERR4034475', 'ERR4034800', 'ERR4035771', 'ERR4036764', 'ERR4036947', 'ERR4037329']
Gene: group_12884, Count of 1s: 6, Samples with 1s: ['ERR4034394', 'ERR4034762', 'ERR4035421', 'ERR4035669', 'ERR4036654', 'ERR4037391']
Gene: group_12902, Count of 1s: 6, Samples with 1s: ['ERR4035900', 'ERR4035955', 'ERR4036186', 'ERR4036204', 'ERR4036424', 'ERR4037151']
Gene: group_12910, Count of 1s: 6, Samples with 1s: ['ERR4034313', 'ERR4034506', 'ERR4034672', 'ERR4035817', 'ERR4036397', 'ERR4037382']
Gene: group_12913, Count of 1s: 6, Samples with 1s: ['ERR4034394', 'ERR4034762', 'ERR4035421', 'ERR4035669', 'ERR4036654', 'ERR4037391']
Gene: group_12929, Count of 1s: 6, Samples with 1s: ['ERR4034964', 'ERR4035826', 'ERR4035919', 'ERR4036391', 'ERR4036777', 'ERR4037099']
Gene: group_12932, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4035765', 'ERR4036380']
Gene: group_1303, Count of 1s: 6, Samples with 1s: ['ERR4034601', 'ERR4034814', 'ERR4035827', 'ERR4035952', 'ERR4036140', 'ERR4036876']
Gene: group_13047, Count of 1s: 6, Samples with 1s: ['ERR4034601', 'ERR4034814', 'ERR4035827', 'ERR4035952', 'ERR4036140', 'ERR4036876']
Gene: group_13048, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4035765', 'ERR4036380']
Gene: group_13080, Count of 1s: 6, Samples with 1s: ['ERR4035274', 'ERR4035320', 'ERR4035454', 'ERR4035969', 'ERR4036169', 'ERR4036664']
Gene: ydeO_1, Count of 1s: 6, Samples with 1s: ['ERR4034667', 'ERR4034884', 'ERR4035229', 'ERR4036199', 'ERR4036811', 'ERR4037423']
Gene: group_13258, Count of 1s: 6, Samples with 1s: ['ERR4034530', 'ERR4034598', 'ERR4036144', 'ERR4036424', 'ERR4036771', 'ERR4036921']
Gene: cshA, Count of 1s: 6, Samples with 1s: ['ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956', 'ERR4037423']
Gene: group_13314, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4036501']
Gene: group_13364, Count of 1s: 6, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4035152', 'ERR4035568', 'ERR4036038', 'ERR4036936']
Gene: group_13368, Count of 1s: 6, Samples with 1s: ['ERR4035212', 'ERR4035421', 'ERR4035564', 'ERR4036154', 'ERR4036654', 'ERR4037396']
Gene: group_13380, Count of 1s: 6, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4035955', 'ERR4036045', 'ERR4036163', 'ERR4036900']
Gene: group_13422, Count of 1s: 6, Samples with 1s: ['ERR4034691', 'ERR4035208', 'ERR4035408', 'ERR4035817', 'ERR4036900', 'ERR4037442']
Gene: group_13428, Count of 1s: 6, Samples with 1s: ['ERR4034234', 'ERR4034313', 'ERR4034964', 'ERR4036038', 'ERR4037218', 'ERR4037259']
Gene: group_13429, Count of 1s: 6, Samples with 1s: ['ERR4035268', 'ERR4036171', 'ERR4036483', 'ERR4036499', 'ERR4036930', 'ERR4037009']
Gene: group_13431, Count of 1s: 6, Samples with 1s: ['ERR4034601', 'ERR4034814', 'ERR4035827', 'ERR4035952', 'ERR4036140', 'ERR4036876']
Gene: group_13469, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4036501']
Gene: group_13551, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4036501']
Gene: group_13561, Count of 1s: 6, Samples with 1s: ['ERR4035320', 'ERR4035561', 'ERR4035690', 'ERR4036154', 'ERR4037202', 'ERR4037392']
Gene: group_13571, Count of 1s: 6, Samples with 1s: ['ERR4034394', 'ERR4034815', 'ERR4035421', 'ERR4035454', 'ERR4035669', 'ERR4037391']
Gene: group_13582, Count of 1s: 6, Samples with 1s: ['ERR4034864', 'ERR4035431', 'ERR4035454', 'ERR4035561', 'ERR4035900', 'ERR4037404']
Gene: group_13600, Count of 1s: 6, Samples with 1s: ['ERR4034864', 'ERR4034884', 'ERR4034979', 'ERR4035328', 'ERR4036483', 'ERR4037099']
Gene: group_13622, Count of 1s: 6, Samples with 1s: ['ERR4034367', 'ERR4034762', 'ERR4036348', 'ERR4036391', 'ERR4037099', 'ERR4037378']
Gene: group_13654, Count of 1s: 6, Samples with 1s: ['ERR4034254', 'ERR4036501', 'ERR4037218', 'ERR4037259', 'ERR4037382', 'ERR4037448']
Gene: group_13695, Count of 1s: 6, Samples with 1s: ['ERR4034137', 'ERR4034154', 'ERR4034743', 'ERR4036037', 'ERR4036879', 'ERR4036894']
Gene: group_13759, Count of 1s: 6, Samples with 1s: ['ERR4034137', 'ERR4034154', 'ERR4034743', 'ERR4036037', 'ERR4036879', 'ERR4036894']
Gene: group_13760, Count of 1s: 6, Samples with 1s: ['ERR4034254', 'ERR4034506', 'ERR4035969', 'ERR4037382', 'ERR4037406', 'ERR4037448']
Gene: group_13840, Count of 1s: 6, Samples with 1s: ['ERR4035152', 'ERR4035568', 'ERR4037382', 'ERR4037406', 'ERR4037423', 'ERR4037448']
Gene: group_1386, Count of 1s: 6, Samples with 1s: ['ERR4034303', 'ERR4035268', 'ERR4035970', 'ERR4036171', 'ERR4036930', 'ERR4037009']
Gene: group_13879, Count of 1s: 6, Samples with 1s: ['ERR4034164', 'ERR4034942', 'ERR4035328', 'ERR4035765', 'ERR4036391', 'ERR4037450']
Gene: group_13941, Count of 1s: 6, Samples with 1s: ['ERR4034538', 'ERR4035320', 'ERR4035692', 'ERR4035939', 'ERR4036045', 'ERR4037260']
Gene: group_13947, Count of 1s: 6, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4035955', 'ERR4036163', 'ERR4036171', 'ERR4036175']
Gene: group_13996, Count of 1s: 6, Samples with 1s: ['ERR4034530', 'ERR4034598', 'ERR4034687', 'ERR4036144', 'ERR4036424', 'ERR4036921']
Gene: group_14011, Count of 1s: 6, Samples with 1s: ['ERR4034231', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393']
Gene: group_14016, Count of 1s: 6, Samples with 1s: ['ERR4034601', 'ERR4034814', 'ERR4035827', 'ERR4035952', 'ERR4036140', 'ERR4036876']
Gene: group_14039, Count of 1s: 6, Samples with 1s: ['ERR4034475', 'ERR4034800', 'ERR4035771', 'ERR4036764', 'ERR4036856', 'ERR4036947']
Gene: group_1406, Count of 1s: 6, Samples with 1s: ['ERR4034519', 'ERR4035159', 'ERR4035236', 'ERR4035690', 'ERR4037202', 'ERR4037393']
Gene: group_141, Count of 1s: 6, Samples with 1s: ['ERR4034064', 'ERR4034091', 'ERR4034691', 'ERR4037146', 'ERR4037300', 'ERR4037362']
Gene: group_14134, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4036501']
Gene: group_14182, Count of 1s: 6, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4034667', 'ERR4035939', 'ERR4036045', 'ERR4036163']
Gene: group_14200, Count of 1s: 6, Samples with 1s: ['ERR4034234', 'ERR4035454', 'ERR4036614', 'ERR4036794', 'ERR4036936', 'ERR4037260']
Gene: group_14211, Count of 1s: 6, Samples with 1s: ['ERR4034064', 'ERR4034091', 'ERR4036199', 'ERR4037146', 'ERR4037300', 'ERR4037362']
Gene: group_1422, Count of 1s: 6, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4035568', 'ERR4035817', 'ERR4036038', 'ERR4036936']
Gene: group_14277, Count of 1s: 6, Samples with 1s: ['ERR4034884', 'ERR4034979', 'ERR4035826', 'ERR4036199', 'ERR4036483', 'ERR4036769']
Gene: group_14279, Count of 1s: 6, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4035692', 'ERR4035939', 'ERR4036163', 'ERR4037404']
Gene: group_14344, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4036501']
Gene: group_14346, Count of 1s: 6, Samples with 1s: ['ERR4034367', 'ERR4035692', 'ERR4035939', 'ERR4036045', 'ERR4036794', 'ERR4037260']
Gene: group_14357, Count of 1s: 6, Samples with 1s: ['ERR4034164', 'ERR4034659', 'ERR4035765', 'ERR4035808', 'ERR4036186', 'ERR4036664']
Gene: group_14378, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4035765', 'ERR4036380']
Gene: group_14391, Count of 1s: 6, Samples with 1s: ['ERR4034137', 'ERR4034154', 'ERR4034743', 'ERR4036037', 'ERR4036879', 'ERR4036894']
Gene: group_14443, Count of 1s: 6, Samples with 1s: ['ERR4035159', 'ERR4035406', 'ERR4035808', 'ERR4036614', 'ERR4036664', 'ERR4037396']
Gene: group_14444, Count of 1s: 6, Samples with 1s: ['ERR4034313', 'ERR4035817', 'ERR4036397', 'ERR4036955', 'ERR4037382', 'ERR4037405']
Gene: group_14470, Count of 1s: 6, Samples with 1s: ['ERR4034659', 'ERR4034743', 'ERR4034762', 'ERR4035590', 'ERR4036745', 'ERR4037378']
Gene: group_145, Count of 1s: 6, Samples with 1s: ['ERR4034629', 'ERR4034870', 'ERR4034884', 'ERR4034915', 'ERR4034979', 'ERR4035826']
Gene: group_14506, Count of 1s: 6, Samples with 1s: ['ERR4034301', 'ERR4036131', 'ERR4036383', 'ERR4036423', 'ERR4037393', 'ERR4037404']
Gene: group_14516, Count of 1s: 6, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4035152', 'ERR4035568', 'ERR4036038', 'ERR4036936']
Gene: group_14539, Count of 1s: 6, Samples with 1s: ['ERR4034254', 'ERR4035969', 'ERR4037218', 'ERR4037259', 'ERR4037382', 'ERR4037448']
Gene: group_14540, Count of 1s: 6, Samples with 1s: ['ERR4034714', 'ERR4035208', 'ERR4035238', 'ERR4035564', 'ERR4035692', 'ERR4037007']
Gene: group_14546, Count of 1s: 6, Samples with 1s: ['ERR4034506', 'ERR4034672', 'ERR4035969', 'ERR4037406', 'ERR4037423', 'ERR4037448']
Gene: group_14552, Count of 1s: 6, Samples with 1s: ['ERR4035152', 'ERR4035318', 'ERR4035568', 'ERR4036038', 'ERR4036182', 'ERR4036936']
Gene: group_14622, Count of 1s: 6, Samples with 1s: ['ERR4034394', 'ERR4034762', 'ERR4035421', 'ERR4035669', 'ERR4036654', 'ERR4037391']
Gene: group_14630, Count of 1s: 6, Samples with 1s: ['ERR4034376', 'ERR4034629', 'ERR4034825', 'ERR4036380', 'ERR4037423', 'ERR4037450']
Gene: group_14666, Count of 1s: 6, Samples with 1s: ['ERR4034162', 'ERR4035229', 'ERR4035377', 'ERR4035692', 'ERR4035919', 'ERR4037260']
Gene: group_14705, Count of 1s: 6, Samples with 1s: ['ERR4036879', 'ERR4036894', 'ERR4036930', 'ERR4037009', 'ERR4037222', 'ERR4037435']
Gene: group_14714, Count of 1s: 6, Samples with 1s: ['ERR4034672', 'ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956']
Gene: group_1475, Count of 1s: 6, Samples with 1s: ['ERR4034064', 'ERR4034786', 'ERR4035328', 'ERR4036380', 'ERR4037009', 'ERR4037260']
Gene: group_14750, Count of 1s: 6, Samples with 1s: ['ERR4034538', 'ERR4035320', 'ERR4035939', 'ERR4036045', 'ERR4036163', 'ERR4036391']
Gene: group_14761, Count of 1s: 6, Samples with 1s: ['ERR4034367', 'ERR4034762', 'ERR4035135', 'ERR4035406', 'ERR4036745', 'ERR4037378']
Gene: group_14767, Count of 1s: 6, Samples with 1s: ['ERR4035212', 'ERR4035421', 'ERR4035564', 'ERR4036154', 'ERR4036654', 'ERR4037396']
Gene: group_14813, Count of 1s: 6, Samples with 1s: ['ERR4034164', 'ERR4034786', 'ERR4035328', 'ERR4035765', 'ERR4036664', 'ERR4037450']
Gene: group_14817, Count of 1s: 6, Samples with 1s: ['ERR4034367', 'ERR4034699', 'ERR4035808', 'ERR4037150', 'ERR4037406', 'ERR4037435']
Gene: group_14842, Count of 1s: 6, Samples with 1s: ['ERR4034231', 'ERR4035406', 'ERR4036131', 'ERR4036423', 'ERR4036745', 'ERR4037393']
Gene: group_14854, Count of 1s: 6, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4035692', 'ERR4035939', 'ERR4036163', 'ERR4036186']
Gene: group_14943, Count of 1s: 6, Samples with 1s: ['ERR4035135', 'ERR4035692', 'ERR4036140', 'ERR4036154', 'ERR4036383', 'ERR4036956']
Gene: group_14958, Count of 1s: 6, Samples with 1s: ['ERR4034672', 'ERR4035976', 'ERR4036348', 'ERR4036383', 'ERR4036413', 'ERR4036956']
Gene: group_14961, Count of 1s: 6, Samples with 1s: ['ERR4035212', 'ERR4035421', 'ERR4035564', 'ERR4036154', 'ERR4036654', 'ERR4037396']
Gene: flu_3, Count of 1s: 6, Samples with 1s: ['ERR4034601', 'ERR4034814', 'ERR4034944', 'ERR4035827', 'ERR4036535', 'ERR4036876']
Gene: group_14992, Count of 1s: 6, Samples with 1s: ['ERR4034394', 'ERR4034815', 'ERR4035421', 'ERR4035454', 'ERR4035669', 'ERR4036654']
Gene: group_15003, Count of 1s: 6, Samples with 1s: ['ERR4034367', 'ERR4034563', 'ERR4035692', 'ERR4035939', 'ERR4036045', 'ERR4037260']
Gene: group_15034, Count of 1s: 6, Samples with 1s: ['ERR4034064', 'ERR4034091', 'ERR4034691', 'ERR4037146', 'ERR4037300', 'ERR4037362']
Gene: group_15055, Count of 1s: 6, Samples with 1s: ['ERR4034506', 'ERR4035208', 'ERR4035236', 'ERR4035765', 'ERR4035955', 'ERR4036769']
Gene: group_15073, Count of 1s: 6, Samples with 1s: ['ERR4034234', 'ERR4035683', 'ERR4036245', 'ERR4036811', 'ERR4037218', 'ERR4037259']
Gene: group_15088, Count of 1s: 6, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4035568', 'ERR4035817', 'ERR4036038', 'ERR4036936']
Gene: group_15092, Count of 1s: 6, Samples with 1s: ['ERR4034467', 'ERR4034519', 'ERR4034563', 'ERR4035236', 'ERR4035690', 'ERR4037202']
Gene: group_15127, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4036501']
Gene: group_15158, Count of 1s: 6, Samples with 1s: ['ERR4034699', 'ERR4035229', 'ERR4036654', 'ERR4036900', 'ERR4037218', 'ERR4037259']
Gene: group_1517, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036380', 'ERR4036777']
Gene: group_15176, Count of 1s: 6, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4035765', 'ERR4036380']
Gene: group_15216, Count of 1s: 6, Samples with 1s: ['ERR4034111', 'ERR4034462', 'ERR4034786', 'ERR4034864', 'ERR4035328', 'ERR4036501']
Gene: group_15225, Count of 1s: 6, Samples with 1s: ['ERR4034313', 'ERR4035690', 'ERR4035765', 'ERR4036489', 'ERR4037009', 'ERR4037405']
Gene: group_15263, Count of 1s: 6, Samples with 1s: ['ERR4034303', 'ERR4035268', 'ERR4035970', 'ERR4036171', 'ERR4036930', 'ERR4037009']
Gene: group_15285, Count of 1s: 6, Samples with 1s: ['ERR4036955', 'ERR4037382', 'ERR4037405', 'ERR4037406', 'ERR4037423', 'ERR4037448']
Gene: group_1535, Count of 1s: 6, Samples with 1s: ['ERR4037259', 'ERR4037382', 'ERR4037405', 'ERR4037406', 'ERR4037423', 'ERR4037448']
Gene: group_15358, Count of 1s: 6, Samples with 1s: ['ERR4034254', 'ERR4035320', 'ERR4035431', 'ERR4035520', 'ERR4036280', 'ERR4036483']
Gene: group_15371, Count of 1s: 6, Samples with 1s: ['ERR4035212', 'ERR4035421', 'ERR4035564', 'ERR4036154', 'ERR4036654', 'ERR4037396']
